polygon_id,area_ha,road_distance_m,village_distance_m,waterway_distance_m,protected_area,vulnerability_score,disturbance_score,risk_score,risk_class,reforestation_suitability,reforestation_priority
284,0.2947493240982169,1472.5218113353064,5238.522129430948,6846.832280832943,True,0.5983791276836684,0.0048323555119906,0.4016057415978296,Low,Unsuitable,Low
285,0.1571999118219669,1538.5951428087085,5424.6535558371415,7096.40075852381,True,0.5831934712854074,0.0012731461378637,0.3922333087116356,Low,Unsuitable,Low
286,0.2750994209595733,1427.2374992154455,5162.54059733145,6771.053291080463,True,0.6048094093540985,0.0043238973637923,0.4045666533589455,Low,Unsuitable,Low
287,0.1768457494316427,143.57545199356696,2928.3396834007526,2843.367046873374,True,0.8328669820358442,0.0017814990870024,0.5173242405614233,High,Moderately Suitable,High
288,2.800060375785084,178.08961010461212,2970.356427497652,3082.991305688808,True,0.824065881025801,0.0696594342519498,0.5468626576388754,High,Moderately Suitable,High
289,0.5207251901604164,1415.3473866563463,5258.9272979639045,6947.863006429092,True,0.5979680584288408,0.0106796754496411,0.4043238669392409,Low,Unsuitable,Low
290,0.2357946420220107,169.57863064748426,2993.508589579676,2939.1205252369086,True,0.8272114526839398,0.0033068523955332,0.5152591525397365,Moderate,Moderately Suitable,Medium
291,0.1670267447267331,1349.5049053553062,5824.505008434554,6785.496849690662,True,0.5867554222740569,0.001527423893136,0.3941414230835964,Low,Unsuitable,Low
292,0.1571996265472876,1280.1438605241656,4753.757365693146,6321.619391705458,True,0.635859480291265,0.001273138756136,0.4185663095237005,Low,Unsuitable,Low
293,0.1473748571502148,1232.2029978068435,4747.002904857936,6359.375674244189,True,0.6374248496180535,0.0010189143959005,0.4192218820069769,Low,Unsuitable,Low
294,0.2652791168232243,761.0298782975195,5617.020455081027,6702.833321559629,True,0.623245202842206,0.0040697885460194,0.4136574956941127,Low,Unsuitable,Low
295,0.1080766978285108,842.6582106296833,5602.906884447918,6667.503553753768,True,0.6207042044777827,2.040715896505683e-06,0.4103531225968396,Low,Unsuitable,Low
296,0.1572025127962109,895.9137197374491,5587.116909751679,6635.693087881098,True,0.6194715392569197,0.0012732134403098,0.4103723763486148,Low,Unsuitable,Low
297,0.10807645025653,1363.0420706882803,5698.237983152919,6634.015919970307,True,0.5938691419378823,2.034309758520288e-06,0.3969355881238204,Low,Unsuitable,Low
298,0.2947551297469603,768.7468296814567,5532.307247576345,6606.566343460107,True,0.6279521648234683,0.0048325057381463,0.4163923352808073,Low,Unsuitable,Low
299,0.1670257132528562,1110.1024639104191,4903.945438244716,6693.662416034869,True,0.6300103388253556,0.001527397202862,0.4157688680141088,Low,Unsuitable,Low
300,0.1080763918486806,1534.382776678479,5733.9282438862365,6627.928215941672,True,0.5847747426529325,2.0327984051700074e-06,0.3923883877256688,Low,Unsuitable,Low
301,0.481426954189291,1163.306670524585,4991.342229460024,6776.044337765293,True,0.6226773149770222,0.0096627997862673,0.4161700573816448,Low,Unsuitable,Low
302,0.3733523424149677,1057.244448262665,4911.488998303531,6760.186697248987,True,0.6306481078204194,0.00686627623181,0.4187571920261147,Low,Unsuitable,Low
303,0.1375510124541234,996.2393184313568,4854.551601644981,6733.565284264345,True,0.636012847070502,0.0007647139630984,0.4183887805168002,Low,Unsuitable,Low
304,0.3143637846564387,47.93479426827609,3440.821266168885,211.36723330102703,True,0.8847055071897536,0.0053398965529298,0.5450227018713417,High,Suitable,High
305,0.6288060021175462,950.270487859733,4878.015768407195,6720.414252534352,True,0.6377447581314791,0.0134763594391624,0.4256105587853208,Moderate,Unsuitable,Medium
306,0.1179013420741792,691.3892482592488,4428.562804346959,6425.719443138062,True,0.6716309594198854,0.0002562618377317,0.4359436106288086,Moderate,Unsuitable,Medium
307,0.1571850968144142,346.86209655027176,2698.643696591693,875.11235854258,True,0.8784484339244238,0.0012727627867982,0.5398605983556111,High,Suitable,High
308,0.2750823539617739,544.5635124124269,775.5550410220892,2680.9759998071168,True,0.8873846329109414,0.0043234557405418,0.5458540443257416,High,Moderately Suitable,High
309,0.1964822494838399,10.076785754349446,3369.140913150521,828.2413587975433,True,0.8738378711274866,0.0022896104188085,0.5380637407731476,High,Suitable,High
310,0.1080653929303998,27.915866832982143,3309.620662882689,780.1295070282282,True,0.8760849225315479,1.7481919324669883e-06,0.5380433353617402,High,Suitable,High
311,0.1080655250153097,12.981462748360324,3258.7976849766314,740.9518226408383,True,0.8793817343426615,1.7516097431410693e-06,0.5396917429762024,High,Suitable,High
312,0.1670107673788513,105.57302709556322,3097.453447748334,553.2763648324758,True,0.8847738440618355,0.0015270104655145,0.543150427263675,High,Suitable,High
313,1.5030939346016154,74.66991664709268,3200.7698119480942,657.0581351749343,True,0.8803785833336506,0.036099311827601,0.5582389475806258,High,Suitable,High
314,0.157187213777887,276.4085454976099,2849.3885791170896,260.0853517618327,True,0.891832271032471,0.0012728175650492,0.5465525442987601,High,Suitable,High
315,0.2063078756175813,11.55257494109202,3039.216001173356,552.3957054849029,True,0.8911147161862845,0.0025438569478423,0.5468292865670634,High,Suitable,High
316,0.2357808339395606,184.57270362944132,2883.5445710711547,330.52159725029065,True,0.8933561603548434,0.0033064950995209,0.5483313277271822,High,Suitable,High
317,0.2554370193584757,164.11127062986697,782.5411347652063,3002.4690263935727,True,0.8973203282384279,0.0038151158071258,0.5505677220227768,High,Moderately Suitable,High
318,1.1592576533099008,58.71010237383272,2861.718884764128,395.1936533526695,True,0.8984340256231088,0.0272022522525256,0.5628181389378172,High,Suitable,High
319,0.2063090406446333,256.8449561567932,2685.900411866884,163.13705562852925,True,0.9003872977894376,0.0025438870939195,0.5514655924416786,High,Suitable,High
320,0.2259576011065823,65.70948666837059,2748.256752180313,351.8813213296667,True,0.9028180810529404,0.0030523104992033,0.5529351957760718,High,Suitable,High
321,0.1179069403297457,69.81251986734839,3778.932605883784,4709.546648739544,True,0.7635995677408827,0.0002564066974106,0.4819279872191466,Moderate,Moderately Suitable,Medium
322,0.677874676588117,175.5356228646756,2608.933795531941,300.5724953551622,True,0.903376274712475,0.0147460536040555,0.5590611641582652,High,Suitable,High
323,0.2456068362887412,21.99448532201476,2671.391655042393,460.6061893367988,True,0.9047254957320864,0.0035607513634529,0.5541431235477696,High,Suitable,High
324,0.2456329362978906,140.38068881690648,1404.58056942576,3761.842343392666,True,0.8599287748374315,0.003561426723643,0.5317451007805373,High,Moderately Suitable,High
325,1.110289407386239,297.4132113496207,3905.9172279547706,4671.805041866361,True,0.749669296695545,0.0259351567626807,0.4878022267291129,Moderate,Moderately Suitable,Medium
326,0.1080706946849121,88.37608535159833,913.972152503554,2552.2778845084185,True,0.9075771192332418,1.8853793914842344e-06,0.5537895023063166,High,Moderately Suitable,High
327,0.1768387843114231,776.8904314904854,1982.7875856565645,6.442666353480816,True,0.9023382928879256,0.0017813188585248,0.5520598058732252,High,Suitable,High
328,0.1866847255316746,903.8311977298106,3369.683463282285,5138.701787979823,True,0.7270215445342562,0.0020360910578988,0.4645288177960774,Moderate,Unsuitable,Medium
329,0.1375450029221429,74.98607854333152,860.5999185145542,2360.751478714389,True,0.9145803260513786,0.0007645584612885,0.5576724422563336,High,Moderately Suitable,High
330,0.1277335684739779,467.55072724742746,3459.106756228175,4329.116254533149,True,0.7643789507483303,0.0005106791543278,0.482444814951329,Moderate,Moderately Suitable,Medium
331,0.1964929596825206,30.66380944636748,940.593519202596,2358.482326584853,True,0.9141451987033302,0.0022898875544132,0.5582175431288717,High,Moderately Suitable,High
332,0.373370364807308,851.7925411117349,3387.290855197101,5034.737211637457,True,0.7314328892491537,0.0068667425767162,0.4691498159129349,Moderate,Unsuitable,Medium
333,0.2357863847545469,937.4668285730024,1731.6996255433876,73.31978018720457,True,0.901241039897548,0.003306638731634,0.552273839314591,High,Suitable,High
334,0.1375599255958755,968.1605049352012,3461.5647162087,4039.097320734406,True,0.7477013806971697,0.0007649445983091,0.4742331626477394,Moderate,Moderately Suitable,Medium
335,0.1179082653372623,1198.4126950369568,3785.633582106199,4144.947599505272,True,0.7237979370496377,0.0002564409831199,0.4620271890163788,Moderate,Moderately Suitable,Medium
336,0.1080826161221016,1236.2298175536323,3798.850259932991,4134.929006843599,True,0.7218287991464023,2.193856834577439e-06,0.4609154965016184,Moderate,Moderately Suitable,Medium
337,0.147385428980617,813.396935346092,4029.043081800274,4220.792980910965,True,0.7322764875410928,0.0010191879511069,0.4666478377460998,Moderate,Moderately Suitable,Medium
338,0.3635301927221239,2410.954771678367,3652.1156307659417,1520.343067092477,True,0.7345499972182378,0.0066121196586751,0.4705810584384564,Moderate,Moderately Suitable,Medium
339,0.2554659634676944,1594.7659370134631,2538.5931708059497,106.934259386488,True,0.8433382342555431,0.003815864760852,0.5235770495081976,High,Suitable,High
340,0.1670421570669247,327.5466261389215,3077.06420406266,2887.445426981993,True,0.8183092119458075,0.0015278227006974,0.5099185173232524,Moderate,Moderately Suitable,Medium
341,1.2380743789427195,58.01744772576277,3384.184479397544,3089.8969820321927,True,0.816205710888654,0.0292417028329971,0.5227237068608256,High,Moderately Suitable,High
342,0.176868211252566,56.58938949130241,3392.140926278385,3027.223055397133,True,0.8175371270709014,0.0017820803059424,0.5096596036884219,Moderate,Moderately Suitable,Medium
343,0.2063500790640118,294.63144851255777,1098.232685556866,2207.731738489712,True,0.9002504607590194,0.0025449489983256,0.5513977048786726,High,Moderately Suitable,High
