polygon_id,area_ha,road_distance_m,village_distance_m,waterway_distance_m,protected_area,vulnerability_score,disturbance_score,risk_score,risk_class
182,0.1276803944897422,2298.0484131245958,5620.733461731649,2718.580885491152,True,0.6472405375799077,0.0005093032317410903,0.4238749204058244,Low
183,0.1080375641750605,2180.1216977231225,5604.919639302406,2648.5963306209114,True,0.6550172754469787,1.0280989474457988e-06,0.4275091517729631,Moderate
184,0.1276787089843781,1461.7932419831984,7219.170972672945,2382.2236596501493,True,0.6432755911006436,0.0005092596178397823,0.42189242535924165,Low
185,2.916785149006243,1469.1024639639206,2004.1124165214865,994.875346444922,True,0.8449813390781038,0.07267978817543448,0.5588305636267692,High
186,0.1178497770019196,103.1339134877049,3056.8685176615627,2880.2484828431006,True,0.8297314604415877,0.00025492754712644073,0.5149931939943571,Moderate
187,0.5008388180361667,3247.6766795307985,2366.0152518834466,6847.523494392344,True,0.6072972694273293,0.010165098463009902,0.4087311839451696,Low
188,0.2847943938399315,1646.581107369671,1867.4159918207065,4369.640451052384,True,0.7591210106742768,0.004574763127496041,0.4818478869008864,Moderate
189,0.1276709826472328,118.7765007314162,3163.904421797385,2766.369693518458,True,0.8283003790659043,0.000509059692219308,0.5144047193790617,Moderate
190,0.2258689652270756,3172.9102827249176,2475.7355174357776,6615.373575837015,True,0.6129181761034548,0.0030500169695691012,0.4079840965365119,Low
191,0.1571534552683761,286.3705641310983,3659.640676701177,4198.917666340576,True,0.769617898146759,0.0012719440345737882,0.4854449210906664,Moderate
